9 0 1 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 1 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 0 
9 0 1 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 0 
9 0 0 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 1 
9 0 0 
9 0 0 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 1 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 1 
9 0 0 
9 0 1 
9 0 1 
9 0 1 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
6 15 0 
6 15 0 
6 14 1 
6 14 0 
6 14 1 
6 14 1 
6 14 0 
6 14 1 
6 13 1 
6 13 0 
6 13 0 
6 13 1 
6 13 0 
6 13 0 
6 12 1 
6 12 0 
6 12 1 
6 12 0 
6 12 1 
6 11 1 
6 11 0 
6 11 1 
6 11 0 
6 11 1 
6 11 1 
6 10 1 
6 10 0 
6 10 0 
6 9 1 
6 9 0 
6 9 1 
6 9 0 
6 9 0 
6 8 1 
6 8 1 
6 8 0 
9 0 1 
9 0 0 
9 0 1 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 1 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 1 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 1 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 1 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 1 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 1 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 1 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
9 0 1 
9 0 0 
9 0 0 
9 0 0 
9 0 0 
